plot_id,lat,long,soil_C,a_ly_tk,ab_ly_tk,b_ly_tk,soil_Depth,生物量总量,abv_C,tree_H,Diam_C,comm,elv,dominant,slope_drg,slp_dir,slp_pos,mem
XXALYF080804034,47.10456500000,129.41466700000,2 ,3 ,28 ,9 ,40 ,3312.96497915000,1.65648248958,8.71249999603,14.34583339100,白桦天然林,169.00000000000,白桦,2.90182161,9.46232224,下
XXALYF080804035,47.19335800000,129.24687300000,4 ,11 ,0 ,6 ,17 ,12288.27095310000,6.14413547655,14.92987020910,20.78589735280,兴安落叶松人工林,198.00000000000,兴安落叶松,18.70367813,76.47683716,中下
XXALYF080804036,47.21527300000,129.29228200000,11 ,21 ,0 ,15 ,36 ,4759.68165075000,2.37984082538,10.75235296420,8.96823528234,兴安落叶松林,189.00000000000,兴安落叶松,5.7302556,265.23635864
XXALYF080804037,47.21470000000,129.22654500000,2 ,4 ,55 ,0 ,59 ,4242.92233217000,2.12146116609,10.30769225630,12.24769224750,针阔混交林,193.00000000000,白桦,19.18076897,43.05851364
XXALYF080806038,47.56425500000,128.49089300000,7 ,22 ,0 ,73 ,95 ,1943.55073644000,0.97177536822,8.37073172593,11.72142854190,针阔混交林,381.00000000000,兴安落叶松,15度,175,中下
XXALYF080806039,47.56377500000,128.40300000000,4 ,6 ,0 ,10 ,16 ,5122.75077468000,2.56137538734,10.33387098000,14.69032255680,兴安落叶松人工林,235.00000000000,兴安落叶松,7,180,中
XXALYF080806040,47.56835000000,128.34163500000,4 ,7 ,6 ,9 ,22 ,4564.00252704000,2.28200126352,5.67952153329,6.78878502979,兴安落叶松白桦林,346.00000000000,白桦,9.04603195,47.121098
XXALYF080807042,47.47074800000,128.70599200000,5 ,13 ,0 ,15 ,28 ,4850.58580542000,2.42529290271,9.90071949856,11.25804197200,兴安落叶松人工林,371.00000000000,兴安落叶松,4.58231497,351.027374
XXALYF080807043,47.46679000000,128.71581200000,13 ,18 ,12 ,8 ,38 ,3112.52261179000,1.55626130590,8.59722220898,13.46111106870,针阔混,383.00000000000,云冷杉,3.19960141,296.565063
XXALYF080808044,47.41151800000,129.76833800000,15 ,18 ,0 ,18 ,36 ,6489.62770319000,3.24481385160,10.16315793150,16.20350873680,真阔混,345.00000000000,白桦,4.43181992,323.74615479
XXALYF080808045,47.41414300000,129.74530800000,7 ,11 ,0 ,12 ,23 ,8902.08348521000,4.45104174261,10.35384618470,10.15253166380,白桦林,381.00000000000,白桦,27.79130554,55.30484772
XXALYF080808046,47.41552000000,129.72944800000,7 ,11 ,15 ,12 ,38 ,8788.20415070000,4.39410207535,12.76279063560,19.97441852920,云冷杉林,341.00000000000,云冷杉,7,20,中下
XXALYF080809047,48.43852000000,128.87898200000,10 ,15 ,0 ,8 ,23 ,1280.31867594000,0.64015933797,6.56516857094,7.80674158321,兴安落叶松林,483.00000000000,兴安落叶松,5.00628233,177.27368164
XXALYF080809048,48.44579500000,128.28400000000,12 ,17 ,0 ,39 ,56 ,1023.55270942000,0.51177635471,5.56666668256,6.52888894081,水湿地杨桦林,461.00000000000,白桦,6.92624903,300.96374512
XXALYF080809050,48.41231300000,128.30948000000,12 ,23 ,0 ,14 ,37 ,9555.29462180000,4.77764731090,10.17121212050,10.42613636000,白桦林,542.00000000000,白桦,0,0,上
XXALYF080809051,48.39877200000,128.30579800000,10 ,15 ,0 ,60 ,75 ,7916.18934676000,3.95809467338,10.90684927330,15.45890419450,云冷杉林,551.00000000000,云冷杉,0,,上
XXALYF080811052,47.60612500000,129.19772300000,9 ,13 ,0 ,23 ,36 ,10068.81729920000,5.03440864960,9.24939757945,9.90783132990,白桦林,238.00000000000,白桦,1.72100616,33.69006729
XXALYF080811053,47.65068500000,129.19715500000,16 ,25 ,0 ,16 ,41 ,7987.96733138000,3.99398366569,9.89607839023,12.19901963310,云杉白桦林,259.00000000000,云冷杉,14.30657768,94.68589783
XXALYF080811054,47.66828800000,129.13785700000,9 ,14 ,0 ,15 ,29 ,7805.60301780000,3.90280150890,9.64736851475,14.60421057120,云冷杉林,304.00000000000,云冷杉,10,250
XXALYF080811055,47.65757200000,129.14939200000,8 ,11 ,9 ,44 ,64 ,12168.76276340000,6.08438138170,13.53283581090,16.95820893810,兴安落叶松人工林,265.00000000000,兴安落叶松,12.29941654,116.07535553,下
XXALYF080812056,48.12171200000,129.18786500000,4 ,8 ,17 ,12 ,37 ,12838.71314940000,6.41935657470,11.34303796140,17.03797465940,云冷杉红松林,346.00000000000,红松,8.40658379,220.426071
XXALYF080812057,48.10930700000,129.19065100000,4 ,9 ,0 ,27 ,36 ,15230.06844330000,7.61503422165,13.23432830200,19.66119408250,红松林原始林,317.00000000000,红松,23,南
XXALYF080812058,48.12944200000,129.18733200000,6 ,9 ,12 ,15 ,36 ,15819.61685400000,7.90980842700,12.27215186550,16.62151903740,红松林,470.00000000000,红松,50,120,中上
XXALYF080812059,48.12873000000,129.20823800000,10 ,17 ,0 ,20 ,37 ,9655.03996058000,4.82751998029,17.19032259910,18.11935480950,云冷杉林,255.00000000000,云冷杉,14.19990349,342.758545
XXALYF080814060,48.30008700000,129.00004700000,4 ,7 ,35 ,0 ,42 ,5271.92831070000,2.63596415535,9.77600002289,11.36900006770,云杉林,372.00000000000,云冷杉,17,西南
XXALYF080814061,48.28394300000,129.01642500000,12 ,11 ,15 ,30 ,56 ,4904.48666563000,2.45224333282,11.92077926540,11.87532476950,白桦次生林,394.00000000000,白桦,18.05390358,265.601288,,采伐迹地 天然更新
XXALYF080814062,48.30511700000,128.97878200000,11 ,16 ,0 ,21 ,37 ,9978.58731730000,4.98929365865,7.62643678709,14.87241397780,针阔林,473.00000000000,红松,20,7,中
XXALYF080814063,48.23396600000,128.95757800000,7 ,9 ,0 ,5 ,14 ,3859.18796361000,1.92959398181,5.85778847709,6.12115381572,白桦林,499.00000000000,白桦,15,28,中下
XXALYF080815064,48.03952500000,128.91486800000,8 ,18 ,16 ,23 ,57 ,5616.96798027000,2.80848399014,10.11538461540,14.67307692310,针阔混,261.00000000000,白桦,8.1590147,234.46232605
XXALYF080815066,47.99684200000,128.96449300000,16 ,21 ,0 ,9 ,30 ,3374.94183398000,1.68747091699,19.25000004770,20.60500028130,兴安落叶松天然林,279.00000000000,兴安落叶松,2.16078901,186.340195
XXALYF080815067,47.99857300000,128.95600600000,5 ,16 ,0 ,0 ,16 ,3106.05679301000,1.55302839651,6.98791211909,7.48967392062,兴安落叶松人工,268.00000000000,兴安落叶松,5.1287117,248.198593
XXALYF080815068,47.94007300000,128.74054000000,8 ,24 ,0 ,18 ,42 ,4906.57987756000,2.45328993878,7.88985510494,11.42857150350,阔混林,274.00000000000,白桦,8.98487663,108.434952
XXALYF080815069,48.98155700000,128.94612300000,2 ,4 ,13 ,10 ,27 ,7068.70972296000,3.53435486148,6.99176470813,12.92470598850,针阔混,303.00000000000,其他,3.94547629,154.98310852
XXALYF080816070,48.55800000000,129.53400000000,9 ,15 ,0 ,16 ,31 ,13598.37719110000,6.79918859555,13.81395347730,20.81627913410,猴腿蹄盖蕨花楷槭红松群落,410.00000000000,红松,8,南
XXALYF080816071,48.55850000000,129.53430700000,3 ,5 ,8 ,45 ,58 ,6614.77357425000,3.30738678713,11.40409829970,10.96557376420,白桦林,384.00000000000,白桦,2.43313885,101.309929,,过伐林
XXALYF080816073,48.74122000000,128.76034700000,5 ,9 ,0 ,31 ,40 ,4460.09246936000,2.23004623468,6.85530304909,10.77500004120,兴安落叶松人工林,407.00000000000,兴安落叶松,5.22670364,30.06858253
XXALYF080816074,48.74085800000,128.76035800000,8 ,14 ,0 ,37 ,51 ,5389.77356119000,2.69488678060,5.63138300561,6.52526316870,白桦林,396.00000000000,白桦,5.80822277,34.99201965
XXALYF080818076,48.58150000000,129.82500000000,7 ,11 ,0 ,30 ,41 ,10015.90683340000,5.00795341670,13.80727280700,17.19818188060,针阔混,323.00000000000,云冷杉,7,130,下
XXALYF080818078,48.58152700000,129.82523800000,24 ,19 ,0 ,13 ,32 ,12070.30703910000,6.03515351955,7.31916663051,12.07083345060,针阔混,337.00000000000,云冷杉,8.29380512,149.03624
XXALYF080818079,48.58351700000,129.81835300000,6 ,11 ,0 ,16 ,27 ,23290.70919330000,11.64535459665,10.58727273070,18.25113634830,红松林,374.00000000000,红松,13.77885723,189.78241
XXALYF080819081,48.54862000000,129.16987300000,5 ,9 ,0 ,8 ,17 ,3485.70979904000,1.74285489952,8.50357137124,10.85357143200,真阔混,454.00000000000,白桦,9.39236069,220.914383
XXALYF080819084,48.53637200000,129.21058500000,4 ,12 ,0 ,14 ,26 ,9503.09648180000,4.75154824090,8.57777775217,12.01234575630,兴安落叶松林,477.00000000000,兴安落叶松,15,101,中下
XXALYF080820085,49.06321000000,128.89067000000,5 ,8 ,0 ,11 ,19 ,4838.76516517000,2.41938258259,9.63204821047,10.41807228110,白桦林,338.00000000000,白桦,5,东北
XXALYF080820087,49.06000200000,128.59040800000,5 ,22 ,0 ,18 ,40 ,1431.15451334000,0.71557725667,5.05294118463,6.09005233255,兴安落叶松林,337.00000000000,兴安落叶松,2,北
XXALYF080822090,48.37852000000,130.11033000000,2 ,4 ,0 ,7 ,11 ,1220.03508304000,0.61001754152,8.10444444021,7.97111106449,白桦林,222.00000000000,白桦,9.42741108,17.52556801
XXALYF080822091,48.39425800000,130.14329200000,5 ,6 ,8 ,21 ,35 ,5531.67111707000,2.76583555854,8.43434342471,13.48989903810,红松林,208.00000000000,红松,12,295,中
XXALYF080822095,48.97961800000,129.38523800000,4 ,7 ,0 ,30 ,37 ,3178.43860160000,1.58921930080,9.11428574153,29.18571444920,兴安落叶松林,246.00000000000,兴安落叶松,2,西
XXALYF080824095,48.38448300000,130.70919800000,4 ,7 ,0 ,11 ,18 ,14375.45842820000,7.18772921410,8.58985499714,15.80434791590,蒙古栎林,209.00000000000,蒙古栎,15,180,上
XXALYF080824096,48.39351000000,130.70927700000,3 ,7 ,0 ,11 ,18 ,16288.79738740000,8.14439869370,11.95111112590,15.02111112810,杂木林,254.00000000000,白桦,10,180,上
XXALYF080824102,48.86307500000,130.30415200000,2 ,4 ,0 ,32 ,36 ,6501.56434753000,3.25078217377,14.40434788620,19.21304349170,兴安落叶松林,126.00000000000,兴安落叶松,2.13429999,333.43493652
XXALYF080824103,48.84233300000,130.28139800000,4 ,9 ,0 ,11 ,20 ,6480.85409800000,3.24042704900,5.01049382525,7.20479042087,白桦林,158.00000000000,白桦,3.32143211,158.9624939
XXALYF080825099,48.99097800000,129.88870700000,6 ,14 ,0 ,11 ,25 ,6137.52454525000,3.06876227263,14.36774193860,17.89838721680,兴安落叶松人工林,117.00000000000,兴安落叶松,5,315,中
XXALYF080825100,48.98123200000,129.91935000000,6 ,13 ,0 ,45 ,58 ,1038.23425960000,0.51911712980,5.29999999667,6.89999996230,蒙古栎灌丛,117.00000000000,蒙古栎,9,320,下
XXALYF080825105,49.25758300000,129.40463200000,6 ,8 ,0 ,28 ,36 ,8245.76941100000,4.12288470550,3.94730628790,5.50769232918,黑桦蒙古栎林,239.00000000000,蒙古栎,2,西北
XXALYF080825107,49.25964500000,129.49340500000,4 ,8 ,0 ,23 ,31 ,3557.54788281000,1.77877394141,5.39492067458,8.58365080659,白桦林,166.00000000000,白桦,2
XXALYF090728001,46.61562700000,127.62773400000,9 ,19 ,9 ,36 ,64 ,5407.69294198000,2.70384647099,11.48648648650,20.75675675680,红松人工林,256.00000000000,红松,2,321,中下
XXALYF090728002,46.61500000000,127.62770000000,5 ,15 ,18 ,30 ,63 ,6167.69708664000,3.08384854332,9.27631578947,10.50785340310,杂木林,205.00000000000,其他,4,西
XXALYF090729003,47.11263300000,127.93820700000,7 ,13 ,15 ,27 ,55 ,10904.70352920000,5.45235176460,11.45614035090,18.91228070180,落叶松人工林,214.00000000000,兴安落叶松,7.5,东北
XXALYF090729004,47.11455300000,127.94007500000,5 ,12 ,17 ,38 ,67 ,12207.57383960000,6.10378691980,9.06849315068,10.75684931510,杂木林,223.00000000000,其他,5,西南
XXALYF090801006,47.45452900000,127.69888900000,4 ,8 ,3 ,30 ,41 ,6456.87840856000,3.22843920428,8.59375000000,11.63281250000,白桦林,308.00000000000,白桦,0,,,有人工更新
XXALYF090801007,47.41600200000,127.64882400000,4 ,6 ,7 ,28 ,41 ,11566.54007400000,5.78327003700,19.20000000000,19.64179104480,兴安落叶松人工林,293.00000000000,兴安落叶松,4,北,中上,有清林
XXALYF090801008,47.45420200000,127.70427200000,10 ,20 ,33 ,11 ,64 ,11668.42028260000,5.83421014130,10.84285714290,15.22535211270,杂木林,287.00000000000,其他,0
XXALYF090801010,47.33913000000,127.57587200000,15 ,27 ,15 ,21 ,63 ,7155.38622355000,3.57769311178,12.03194444380,15.31506849320,针阔混交林,271.00000000000,兴安落叶松,0,0,0
XXALYF090802012,47.54797700000,127.18507000000,9 ,16 ,18 ,28 ,62 ,12783.39555710000,6.39169777855,10.52000000000,19.37254901960,蒙古栎林,271.00000000000,蒙古栎,0,0,0
XXALYF090802013,47.54966700000,127.18631700000,6 ,13 ,11 ,42 ,66 ,4688.20505743000,2.34410252872,8.94009216590,8.79680365297,兴安落叶松人工林,269.00000000000,兴安落叶松,2,255,中
XXALYF090803015,47.78366300000,127.52215300000,5 ,8 ,15 ,26 ,49 ,5357.60684888000,2.67880342444,8.75490196078,8.87254901961,杨桦林,358.00000000000,白桦,10,90,上
XXALYF090803016,47.77133300000,127.46188700000,3 ,4 ,8 ,54 ,66 ,7548.50729626000,3.77425364813,12.56521739130,10.33333333330,白桦林,322.00000000000,白桦,12,175,中,原为农田
XXALYF090803018,47.75972000000,127.63438500000,13 ,26 ,0 ,18 ,44 ,5955.30836972000,2.97765418486,10.49122807020,13.29824561400,白桦次生林,359.00000000000,白桦,0,0,0,有择伐
XXALYF090803019,47.77586700000,127.66065000000,7 ,12 ,0 ,39 ,51 ,11928.14016460000,5.96407008230,11.46715328470,14.71014492750,红松人工林,393.00000000000,红松,5,15,中
XXALYF090804020,48.20455000000,127.20736800000,13 ,22 ,30 ,17 ,69 ,5170.56858045000,2.58528429023,12.60975609760,19.12195121950,兴安落叶松人工林,336.00000000000,兴安落叶松,5,东
XXALYF090804022,48.20464200000,127.20742300000,9 ,18 ,36 ,10 ,64 ,9706.39911091000,4.85319955546,10.56842105260,14.25773195880,阔叶混交林,339.00000000000,白桦,5,东
XXALYF090804023,48.22454200000,127.23049500000,2 ,9 ,17 ,30 ,56 ,2035.60494553000,1.01780247277,7.90196078431,9.33333333333,白桦林,334.00000000000,白桦,5,342,中上
XXALYF090805024,47.96968300000,126.83371000000,5 ,10 ,18 ,25 ,53 ,6788.02134938000,3.39401067469,9.56428571431,10.40178571430,兴安落叶松天然次生林,310.00000000000,兴安落叶松,8,352,上
XXALYF090805025,47.94805200000,126.79457500000,12 ,23 ,20 ,25 ,68 ,6498.06338219000,3.24903169110,12.25423728810,19.06779661020,兴安落叶松次生林,283.00000000000,兴安落叶松,5,东南
XXALYF090805026,47.94782700000,126.79477000000,5 ,9 ,14 ,40 ,63 ,7196.79862636000,3.59839931318,16.15625000000,23.87500000000,兴安落叶松人工林,270.00000000000,兴安落叶松,4,35,上
XXALYF090807031,48.39994500000,126.64169300000,2 ,3 ,13 ,46 ,62 ,9952.39997524000,4.97619998762,10.61948052010,13.75324675320,硬阔林,347.00000000000,蒙古栎,1.50952697,71.56504822
XXALYF090807032,48.39983000000,126.64130700000,20 ,17 ,23 ,0 ,40 ,5338.18037106000,2.66909018553,8.62820512821,12.07692307690,兴安落叶松人工林,336.00000000000,兴安落叶松,2.90182161,99.46231842
XXALYF090807033,48.38309600000,126.50267600000,9 ,16 ,23 ,15 ,54 ,3122.34616031000,1.56117308016,11.58522727270,12.01136363640,兴安落叶松人工林,322.00000000000,兴安落叶松,1.39176345,300.96374512
XXALYF090808030,49.05233500000,127.05891800000,4 ,9 ,10 ,55 ,74 ,7128.33575887000,3.56416787944,12.68529411620,15.60294117650,兴安落叶松人工林,404.00000000000,兴安落叶松,3,142,上,择伐、火烧迹地
XXALYF090808034,49.05678100000,127.09216700000,15 ,25 ,13 ,28 ,66 ,5067.50078773000,2.53375039387,8.50793650794,9.76190476190,兴安落叶松白桦林,345.00000000000,兴安落叶松,4,东北
XXALYF090808036,49.05243700000,127.05941700000,8 ,20 ,0 ,31 ,51 ,4875.81072518000,2.43790536259,10.61744966440,11.18791946310,兴安落叶松人工林,432.00000000000,兴安落叶松,1,330,上,择伐，曾为耕地
XXALYF090809038,48.66176600000,126.25944400000,5 ,6 ,60 ,15 ,81 ,7384.64204097000,3.69232102049,9.04861111111,9.10416666667,蒙古栎林,392.00000000000,蒙古栎,3,15,上,有较多火山岩
XXALYF090809039,48.66317300000,126.27144500000,4 ,6 ,11 ,11 ,28 ,6767.41609666000,3.38370804833,9.22500000000,10.32500000000,白桦林,416.00000000000,白桦,4,0,中下,有腐烂伐桩
XXALYF090809040,48.66367500000,126.31282200000,8 ,9 ,11 ,9 ,29 ,6686.41385906000,3.34320692953,11.32673267330,14.35643564360,兴安落叶松人工林,326.00000000000,兴安落叶松,0,0,,有伐桩
XXALYF090809041,48.66000000000,126.27000000000,6 ,15 ,11 ,36 ,62 ,6903.53313180000,3.45176656590,7.71238938053,9.88793103448,白桦林,370.00000000000,白桦,1.72100616,213.69006348,,路边
XXALYF090809042,48.66000000000,126.27000000000,3 ,14 ,0 ,59 ,73 ,4177.69680046000,2.08884840023,8.32677165354,9.12598425197,兴安落叶松天然林,370.00000000000,兴安落叶松,1.72100616,213.69006348
XXALYF090812044,50.75526700000,125.93661200000,8 ,17 ,0 ,28 ,45 ,7339.41452670000,3.66970726335,8.37391304348,10.85217391300,兴安落叶松天然林,503.00000000000,兴安落叶松,5,90,中下
XXALYF090813046,50.75259000000,125.94070700000,8 ,15 ,19 ,30 ,64 ,8261.53684512000,4.13076842256,8.45882352485,9.48749999965,兴安落叶松白桦林,493.00000000000,兴安落叶松,5,90,中
XXALYF090813061,50.90967700000,126.05517800000,19 ,17 ,12 ,14 ,43 ,6794.44852431000,3.39722426216,11.72222222220,13.42592592590,兴安落叶松人工林,357.00000000000,兴安落叶松,3,50,中上,有间伐作业
XXALYF090813063,50.90096200000,126.07673000000,4 ,6 ,10 ,40 ,56 ,1292.92436243000,0.64646218122,10.18518518520,12.37037037040,兴安落叶松天然林,391.00000000000,兴安落叶松,8,27,中上,有火烧干扰、有间伐
XXALYF090814050,49.60000000000,125.50000000000,6 ,5 ,11 ,46 ,62 ,13514.61800990000,6.75730900495,8.28048780488,17.39024390240,蒙古栎林,315.00000000000,蒙古栎,10,北,上
XXALYF090814064,50.86289700000,126.01814800000,6 ,15 ,38 ,17 ,70 ,1121.78193774000,0.56089096887,8.90000000000,11.15000000000,兴安落叶松白桦林,382.00000000000,兴安落叶松,4,18,中,有火烧干扰，有伐桩、较湿
XXALYF090814065,49.98876700000,125.64008000000,5 ,7 ,8 ,8 ,23 ,5622.99186406000,2.81149593203,9.60122699387,9.42331288344,兴安落叶松人工林,394.00000000000,兴安落叶松,10,58,上,有伐桩，有放牧痕迹，较干燥
XXALYF090814066,49.98700000000,125.64000000000,16 ,20 ,8 ,15 ,43 ,2931.44137381000,1.46572068691,6.35206185604,5.57731958763,白桦次生天然林,405.00000000000,白桦,10,58,上,有伐桩，蒙古栎更新苗较多
XXALYF090815051,49.24621500000,125.98247800000,9 ,13 ,33 ,22 ,68 ,4359.61920678000,2.17980960339,12.11046511630,13.62790697670,兴安落叶松人工林,343.00000000000,兴安落叶松,2,270,中
XXALYF090815052,49.24150300000,125.92260200000,9 ,14 ,13 ,19 ,46 ,5446.76161827000,2.72338080914,13.29000000000,14.14000000000,兴安落叶松人工林,321.00000000000,兴安落叶松,4,0,中
XXALYF090815067,49.76640300000,125.54656200000,5 ,8 ,23 ,27 ,58 ,7135.34524711000,3.56767262356,5.81208053691,7.47651006711,蒙古栎林,376.00000000000,蒙古栎,26,90,中上,有火烧
XXALYF090815068,49.76723800000,125.54566800000,13 ,15 ,13 ,22 ,50 ,4964.91760749000,2.48245880375,6.10047846890,5.93779904306,白桦林,358.00000000000,白桦,4,320,中下
XXALYF090817057,49.47738000000,126.77393300000,12 ,12 ,11 ,19 ,42 ,7473.19404182000,3.73659702091,10.25252525250,11.78787878790,红松林,536.00000000000,红松,8,0,中上,有择伐
XXALYF090817059,49.53820800000,126.78454700000,15 ,30 ,10 ,10 ,50 ,5480.21905812000,2.74010952906,9.56000000000,11.69333333330,白桦林,433.00000000000,白桦,3,260,中,间伐
XXALYF090817073,49.55586800000,126.64234800000,2 ,4 ,24 ,8 ,36 ,11299.81385530000,5.64990692765,7.57469879576,10.92771084340,蒙古栎天然林,504.00000000000,蒙古栎,20,285,上,未见人为干扰，土层薄，下层石质
XXALYF090817074,49.55618000000,126.64172300000,3 ,5 ,12 ,14 ,31 ,5936.73987675000,2.96836993838,6.50617283951,7.43827160494,桦木林,498.00000000000,白桦,20,308,中上,土层薄，下有实质
XXALYF090817075,49.55448300000,126.63717800000,12 ,7 ,6 ,9 ,22 ,5820.85078247000,2.91042539124,7.66326530612,9.46464646465,毛赤杨林,466.00000000000,白桦,3,东北
XXALYF090817077,49.53996500000,126.59898700000,4 ,11 ,20 ,24 ,55 ,8616.18873124000,4.30809436562,12.47014925370,12.62686567160,兴安落叶松人工林,501.00000000000,兴安落叶松,2,47,中下,地表可见较多石块
XXALYF090818079,49.63113300000,126.80410800000,4 ,9 ,39 ,17 ,65 ,3845.73977426000,1.92286988713,8.40845070423,7.82517482517,白桦林,432.00000000000,白桦,5,238,中,水湿
XXALYF090818080,49.63458300000,126.80850000000,3 ,5 ,26 ,11 ,42 ,4019.42565198000,2.00971282599,12.95942029050,13.15714285710,兴安落叶松人工林,420.00000000000,兴安落叶松,10,51,上,有间伐
XXALYF090818101,49.67478200000,126.97188700000,13 ,14 ,10 ,41 ,65 ,8345.99654518000,4.17299827259,14.76388888890,15.90277777780,兴安落叶松人工林,354.00000000000,兴安落叶松,4,280,中
XXALYF090818102,46.69975800000,126.98371800000,4 ,8 ,21 ,24 ,53 ,14892.29196390000,7.44614598195,6.57947019868,10.92052980130,蒙古栎天然林,435.00000000000,蒙古栎,0
